Elevation,RFS_Azimuth,RFS_Range,RangeError_BT_2_and_10,Height_Metres,MSID,RangeStdDev BT_2_and_10
7.371779696,97.83874512,17.28515625,34.11600341,5234.94,x780AA8,21.68455695
7.335493973,96.66870117,17.484375,32.5858973,5263.999022,x780AA8,21.68455695
7.296913202,95.52612305,17.6875,44.30950767,5290.518688,x780AA8,21.68455695
7.251225644,94.38903809,17.90234375,30.08907734,5318.76,x780AA8,21.68455695
7.215914155,93.26843262,18.12890625,61.70440649,5349.24,x780AA8,21.68455695
7.161086776,92.15881348,18.3515625,47.41447532,5372.841283,x780AA8,21.68455695
7.084832327,91.09313965,18.59375,32.25014434,5387.67782,x780AA8,21.68455695
7.034341283,90.02746582,18.8359375,30.68997736,5415.127218,x780AA8,21.68455695
6.95262895,88.98925781,19.09375,36.69406183,5425.44,x780AA8,21.68455695
6.881085613,88.00598145,19.3515625,24.28689195,5443.055299,x780AA8,21.68455695
6.80185293,86.97875977,19.62109375,23.36951178,5455.92,x780AA8,21.68455695
6.724639186,86.00646973,19.90234375,24.3721506,5471.16,x780AA8,21.68455695
6.65587532,85.03417969,20.19140625,26.66712058,5492.115812,x780AA8,21.68455695
6.333725905,80.57373047,21.734375,26.01778032,5615.94,x780AA8,21.68455695
6.273065992,79.73876953,22.06640625,25.66061323,5644.722215,x780AA8,21.68455695
6.171084584,78.13476563,22.75,28.44441037,5716.399609,x780AA8,21.68455695
6.121578429,77.38220215,23.09375,23.89490194,5752.833948,x780AA8,21.68455695
6.067517927,76.61865234,23.4453125,34.78394656,5784.691988,x780AA8,21.68455695
6.018473336,75.92102051,23.80078125,31.05936158,5821.68,x780AA8,21.68455695
5.913078109,74.51477051,24.53125,25.46674773,5890.499148,x780AA8,21.68455695
5.896273703,73.84460449,24.8984375,31.97682441,5951.22,x780AA8,21.68455695
5.838901288,73.19091797,25.27734375,32.78601265,5981.7,x780AA8,21.68455695
5.666294505,71.33972168,26.42578125,29.93287952,6067.652232,x780AA8,21.68455695
5.53841097,70.21362305,27.2109375,23.96326285,6111.24,x780AA8,21.68455695
5.479157095,69.63684082,27.6171875,39.74012322,6135.556635,x780AA8,21.68455695
5.42746707,69.08752441,28.0234375,34.35079912,6167.418775,x780AA8,21.68455695
5.361974167,68.05480957,28.84375,26.20938737,6263.64,x780AA8,21.68455695
5.299898323,67.54943848,29.26171875,39.42968269,6282.717346,x780AA8,21.68455695
5.260847709,67.0715332,29.6796875,28.66794617,6324.6,x780AA8,21.68455695
5.205991173,66.5826416,30.1015625,46.77550348,6348.066544,x780AA8,21.68455695
5.116429686,65.67077637,30.9609375,43.09065029,6417.679257,x780AA8,21.68455695
5.082152458,65.22033691,31.390625,40.41375365,6461.449595,x780AA8,21.68455695
5.026400322,64.78088379,31.82421875,22.00358689,6484.62,x780AA8,21.68455695
4.996628468,64.35241699,32.265625,29.18497281,6532.190553,x780AA8,21.68455695
4.967732065,63.95690918,32.70703125,76.83447037,6576.06,x780AA8,21.68455695
4.925011719,63.5559082,33.1484375,23.55104573,6614.16,x780AA8,21.68455695
4.883101455,63.16040039,33.59765625,23.33654164,6648.301117,x780AA8,21.68455695
4.70871285,61.69921875,35.4140625,21.96785142,6769.497747,x780AA8,21.68455695
4.670527376,61.36413574,35.8828125,104.0146842,6798.054915,x780AA8,21.68455695
4.633740866,61.05651855,36.34375,27.38589316,6840.451806,x780AA8,21.68455695
4.601003212,60.72692871,36.8203125,44.37234653,6880.719047,x780AA8,21.68455695
4.437888217,59.58984375,38.734375,52.31071552,6999.644914,x780AA8,21.68455695
